image,question,answer
image691,What does this image show?,jaundice due to terminal alcoholic cirrhosis with shock and typical facial appearance of edema due to generalized capillary permeability increase or shock
image691,Why does this image show jaundice?,due to terminal alcoholic cirrhosis with shock and typical facial appearance of edema due to generalized capillary permeability increase or shock
image691,Why does this image show jaundice due to terminal alcoholic cirrhosis with shock and typical facial appearance of edema?,due generalized capillary permeability increase or
image692,What is present ?,metastatic pancreas carcinoma
image692,What does this image show?,skull cap with obvious metastatic lesions primary in pancreas
image692,What is present ?,"bone, calvarium"
image692,What is present?,metastatic pancreas carcinoma
image692,How does this image show skull cap?,with obvious metastatic lesions primary in pancreas 
image693,What is present ?,"bone, calvarium"
image693,What is present ?,meningioma in posterior fossa
image693,What does this image show?,close-up natural color dr garcia tumors b67
image693,What is present?,meningioma in posterior fossa
image694,What is present?,cushings disease
image694,What is present ?,cushings disease
image694,When does this image show photos of lady?,before disease and after excellent
image694,When does this image show photos of lady before disease and?,after excellent
image694,What does this image show?,photos of lady before disease and after excellent
image695,Why does this image show stenosis of foramen magnum?,due to subluxation atlas vertebra case 31
image695,What does this image show?,stenosis of foramen magnum due to subluxation of atlas vertebra case 31
image695,What is present?,rheumatoid arthritis
image695,What is present ?,"bone, calvarium"
image695,What is present ?,rheumatoid arthritis
image696,What does this image show?,several rather large lesions
image696,What is present ?,"bone, calvarium"
image697,What is present ?,bilateral cleft palate
image697,What is present?,bilateral cleft palate
image698,What is present ?,odontoid process subluxation with narrowing of foramen magnum
image698,What does this image show?,close-up view of foramen magnum
image698,What is present?,odontoid process subluxation with narrowing of foramen magnum
image699,What is present?,bilateral cleft palate
image699,What is present ?,bilateral cleft palate
image700,What is present ?,multiple myeloma
image700,What is present?,multiple myeloma
image700,What does this image show?,top of calvaria typical lesions source
image701,What see protocol for details ?,absence of palpebral fissure cleft palate
image701,What is present?,complex Craniofacial Abnormalities
image701,What does this image show?,absence of palpebral fissure cleft palate large head see protocol for details
image701,What does absence of palpebral fissure cleft palate see?,head see protocol for details
image701,What large head see protocol for details?,absence of palpebral fissure cleft palate
image701,What does absence of palpebral fissure cleft palate see?,protocol for details
image701,What is present ?,complex Craniofacial Abnormalities
image702,What does this image show?,lateral view close-up typical
image703,What is present ?,bilateral cleft palate
image703,What is present?,bilateral cleft palate
image704,What is present?,basilar skull fracture
image704,What is present ?,"bone, calvarium"
image704,What is present ?,basilar skull fracture
image705,What is present ?,Anencephaly and bilateral cleft palate
image705,What is present?,Anencephaly and bilateral cleft palate
image705,What does this image show?,frontal view close-up
image706,What does this image show?,fixed tissue dissected eyes
image706,What is present?,Conjoined twins cephalothoracopagus janiceps
image706,What is present ?,Conjoined twins cephalothoracopagus janiceps
image706,What dissected eyes ?,fixed tissue
image707,What is present ?,rheumatoid arthritis
image707,What is present ?,"bone, calvarium"
image707,What is present?,rheumatoid arthritis
image707,What does this image show?,fixed tissue saggital section stenotic foramen magnum
image708,What is present ?,basal skull fracture
image708,What is present ?,"bone, calvarium"
image708,What is present?,basal skull fracture
image709,What is present ?,Conjoined twins cephalothoracopagus janiceps
image709,What is present ?,"bone, skull"
image709,What is present?,Conjoined twins cephalothoracopagus janiceps
image709,What does this image show?,opened skull showing base with two foramina magna
image710,What does this image show?,severe body burns 24 hours anasarca
image711,What is present?,potters facies
image711,What is present ?,potters facies
image712,What left side showing patency right side was not patent?,hemisection of nose
image712,What is hemisection of nose left?,side showing patency right side was not patent
image712,What does this image show?,hemisection of nose left side showing patency right side was not patent
image712,What is hemisection of nose left?,side showing patency right side was not patent
image712,What was side showing patency right side?,not patent
image712,What is present?,choanal patency
image712,What was not patent ?,side showing patency right side
image712,What was side showing patency right side ?,not patent
image712,What left side showing patency right side was not patent ?,hemisection of nose
image712,What is present ?,choanal patency
image712,What was not patent?,side showing patency right side
image713,What is view of head with scalp retracted?,to show massive fractures
image713,What is present ?,"bone, calvarium"
image713,What is view of head with scalp retracted?,to show massive fractures
image713,What retracted to show massive fractures ?,view of head with scalp
image713,What does this image show?,view of head with scalp retracted to show massive fractures
