image,question,answer
image2552,What shows matting and focal necrosis?,surface of nodes seen externally in slide
image2552,What does this image show?,excellent example cut surface of nodes seen externally in slide shows matting and focal necrosis
image2552,What cut surface of nodes seen externally in slide shows matting and focal necrosis?,excellent example
image2552,What is present?,lymph node
image2553,What is fixed tissue sectioned?,carinal nodes shown close-up nodes are filled with black pigment
image2553,What sectioned carinal nodes shown close-up nodes are filled with black pigment?,fixed tissue
image2553,What does this image show?,fixed tissue sectioned carinal nodes shown close-up nodes are filled with black pigment
image2553,What are carinal nodes shown close-up nodes with black pigment?,nodes filled
image2553,What is present?,lymph node
image2553,What is present?,anthracotic pigment
image2553,What are filled with black pigment?,carinal nodes shown close-up nodes
image2554,What does this image show?,excellent close-up of enlarged inguinal nodes with white tumor and areas of hemorrhagic necrosis
image2554,What is present?,malignant lymphoma
image2554,What is present?,lymph node
image2555,What does this image show?,poly arteritis nodosa
image2556,What does cat scan?,showing tumor mass invading superior vena ca
image2556,What does this image show?,cat scan showing tumor mass invading superior vena ca
image2556,What is present?,malignant thymoma
image2556,What is present ?,malignant thymoma
image2557,What does this image show?,sickle cell disease
image2558,What does this image show?,splenic infarcts
image2559,What does this image show?,external view of lacerations of capsule apparently done during surgical procedure
image2559,What done external view of lacerations of capsule done during ?,done surgical procedure
image2559,What done done during surgical procedure ?,external view of lacerations of capsule
image2559,What is present?,traumatic rupture
image2559,When does this image show external view of lacerations of capsule apparently done?,during surgical procedure
image2559,What is present ?,traumatic rupture
image2560,What is present?,malignant thymoma
image2560,What is invaded by the tumor ?,the superior vena cava
image2560,What is the superior vena cava invaded by ?,invaded tumor
image2560,What is the superior vena cava invaded by?,invaded tumor
image2560,What is invaded by the tumor?,the superior vena cava
image2560,What is present ?,malignant thymoma
image2561,What is present ?,chronic myelogenous leukemia
image2561,What is present ?,bone marrow
image2561,What entered into this file as normal discs slide ?,close-up view of vertebral marrow not too spectacular are well shown and
image2561,What are well shown and normal ?,not too spectacular discs
image2561,What is present?,chronic myelogenous leukemia
image2561,What is present?,bone marrow
image2561,What does this image show?,close-up view of vertebral marrow not too spectacular discs are well shown and normal also entered into file as normal discs slide
image2561,What is close-up view of vertebral marrow not too spectacular discs are well shown and normal entered?,normal entered into this file as slide
image2561,What are well shown?,not too spectacular discs
image2562,What does this image show?,large and typically shaped old infarct but far from fibrotic
image2563,What easily seen ?,congested spleen infarct
image2563,What does this image show?,congested spleen infarct easily seen
image2564,How does this image show external view?,with several tears in capsule 
image2564,What does this image show?,external view with several tears in capsule
image2565,What is this ?,a thymus
image2565,What is this?,a thymus
image2565,What does this image show?,i am not sure of diagnosis
image2566,What is present ?,metastatic carcinoma colon
image2566,What is present?,metastatic carcinoma colon
image2567,What is present ?,traumatic rupture
image2567,What is present?,traumatic rupture
image2568,What is present?,miliary tuberculosis
image2568,What is present ?,miliary tuberculosis
image2569,What does this image show?,cut surface multiple nodular lesions
image2569,What is present ?,malignant histiocytosis
image2569,What is present?,malignant histiocytosis
image2570,What is present?,accessory spleens
image2570,What is present ?,accessory spleens
image2570,What does this image show?,tail of pancreas with spleens
image2570,How does this image show tail of pancreas?,with spleens 
image2571,What does this image show?,sectioned vertebrae with no red marrow case of chronic myelogenous leukemia in blast crisis
image2571,How does this image show sectioned vertebrae?,with no red marrow case of chronic myelogenous leukemia in blast crisis 
image2571,What is present?,bone marrow
image2571,What is present ?,bone marrow
image2572,"Why does this image show spleen, chronic congestion?",due to portal hypertension from cirrhosis hcv
image2573,What does this image show?,pancreatic fat necrosis
image2574,What does this image show?,pancreatic fat necrosis
image2575,What does this image show?,normal pancreas
image2576,What does this image show?,islet cell adenoma
image2577,What does this image show?,pancreatic fat necrosis
image2578,What does this image show?,cystic fibrosis
image2579,What does this image show?,cystic fibrosis
image2580,What does this image show?,cystic fibrosis
image2581,What does this image show?,normal pancreas
image2582,What does this image show?,islet cell carcinoma
image2583,What does this image show?,islet cell carcinoma
image2584,"Why does this image show pancreas, thrombi and hemorrhage?",due to disseminated intravascular coagulation dic
image2585,What does this image show?,cystic fibrosis
image2586,What does this image show?,pancreatic fat necrosis
image2587,What stain?,pancreatic islet
image2587,What does this image show?,pancreatic islet
image2588,What does this image show?,oral hairy leukoplakia
